ccd_code,ccd_name,ccd_synonyms,common_name_guess,ccd_type,release_status,source,error,canonical_code,identical_group_codes,is_identical_alias,alpha_code,beta_code,anomer_group_id,group_member_codes,listed_in_saccharides,anomer_availability,canonical_anomer,sugar_family,sugar_sort_key
KHP,4-nitrophenyl alpha-L-arabinofuranoside,"2-HYDROXYMETHYL-5-(4-NITRO-PHENOXY)-TETRAHYDRO-FURAN-3,4-DIOL; 4-NITROPHENYL-ARA; 4-nitrophenyl alpha-L-arabinoside; 4-nitrophenyl L-arabinoside; 4-nitrophenyl arabinoside",nitrophenyl arabinofuranoside,L-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,KHP,KHP,FALSE,,KHP,,KHP,TRUE,beta_only,beta,arabinofuranoside,4-nitrophenyl alpha-l-arabinofuranoside
AXR,methyl alpha-D-arabinofuranoside,1-O-methyl-alpha-D-arabinofuranoside; methyl alpha-D-arabinoside; methyl D-arabinoside; methyl arabinoside,methyl arabinofuranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,AXR,AXR,FALSE,,AXR,,AXR,TRUE,beta_only,beta,arabinofuranoside,methyl alpha-d-arabinofuranoside
LAH,2-O-[(R)-hydroxy(propan-2-yloxy)phosphoryl]-alpha-L-arabinopyranose,2-O-[(R)-hydroxy(propan-2-yloxy)phosphoryl]-alpha-L-arabinose; 2-O-[(R)-hydroxy(propan-2-yloxy)phosphoryl]-L-arabinose; 2-O-[(R)-hydroxy(propan-2-yloxy)phosphoryl]-arabinose,arabinose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,LAH,LAH,FALSE,,LAH,,LAH,TRUE,beta_only,beta,arabinopyranose,2-o-[(r)-hydroxy(propan-2-yloxy)phosphoryl]-alpha-l-arabinopyranose
LAO,2-O-phosphono-alpha-L-arabinopyranose,2-O-phosphono-alpha-L-arabinose; 2-O-phosphono-L-arabinose; 2-O-phosphono-arabinose,arabinose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,LAO,LAO,FALSE,,LAO,,LAO,TRUE,beta_only,beta,arabinopyranose,2-o-phosphono-alpha-l-arabinopyranose
GE3,3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranose,"5-METHYL-4-METHYLAMINO-TETRAHYDRO-PYRAN-2,3,5-TRIOL; 3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinose; 3-deoxy-4-C-methyl-3-(methylamino)-L-arabinose; 3-deoxy-4-C-methyl-3-(methylamino)-arabinose",arabinose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GE3,GE3,FALSE,GE3,,,GE3,TRUE,alpha_only,alpha,arabinopyranose,3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranose
64K,alpha-D-arabinopyranose,alpha-D-arabinose; D-arabinose; arabinose,arabinose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,64K,64K,FALSE,,64K,,64K,TRUE,beta_only,beta,arabinopyranose,arabinopyranose
ARA,alpha-L-arabinopyranose,alpha-L-arabinose; L-arabinose; arabinose,arabinose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,ARA,ARA,FALSE,ARB,ARA,anomer_group_14,"ARA, ARB",FALSE,both,beta,arabinopyranose,arabinopyranose
ARB,beta-L-arabinopyranose,beta-L-arabinose; L-arabinose; arabinose,arabinose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,ARB,ARB,FALSE,ARB,ARA,anomer_group_14,"ARA, ARB",FALSE,both,alpha,arabinopyranose,arabinopyranose
SEJ,beta-D-arabinopyranose,beta-D-arabinose; D-arabinose; arabinose,arabinose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SEJ,SEJ,FALSE,,SEJ,,SEJ,TRUE,beta_only,beta,arabinopyranose,arabinopyranose
ARW,methyl beta-D-arabinopyranoside,methyl beta-D-arabinoside; methyl D-arabinoside; methyl arabinoside,methyl arabinopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,ARW,ARW,FALSE,,ARW,,ARW,TRUE,beta_only,beta,arabinopyranoside,methyl beta-d-arabinopyranoside
M55,benzyl alpha-D-glucopyranuronate,Benzyl D-glucuronoate,benzyl glucuronoate,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,M55,M55,FALSE,M55,,,M55,TRUE,alpha_only,alpha,benzyl alpha-d-glucopyranuronate,benzyl alpha-d-glucopyranuronate
MUR,beta-muramic acid,muramic acid,muramic acid,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MUR,MUR,FALSE,,MUR,,MUR,TRUE,beta_only,beta,beta-muramic acid,muramic acid
CBI,CELLOBIOSE,,cellobiose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,CBI,CBI,FALSE,,CBI,,CBI,TRUE,beta_only,beta,cellobiose,cellobiose
15L,"D-galactaro-1,5-lactone","galactaro-1,5-lactone; (2S,3R,4S,5R,6S)-3,4,5-trihydroxy-6-oxidotetrahydro-2H-pyran-2-carboxylate",galactaro lactone,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,15L,15L,FALSE,15L,,,15L,TRUE,alpha_only,alpha,d-galactaro-1 5-lactone,"galactaro-1,5-lactone"
149,D-galactonolactone,"(3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-one",galactonolactone,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,149,149,FALSE,149,,,149,TRUE,alpha_only,alpha,d-galactonolactone,galactonolactone
LGC,"D-glucono-1,5-lactone","(3S,4R,5R,6S)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)TETRAHYDRO-2H-PYRAN-2-ONE; GLUCONOLACTONE",glucono lactone,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,LGC,LGC,FALSE,LGC,,,LGC,TRUE,alpha_only,alpha,d-glucono-1 5-lactone,"glucono-1,5-lactone"
KDM,deamino-alpha-neuraminic acid,"alpha-deaminoneuraminic acid; 3-deoxy-D-glycero-alpha-D-galacto-non-2-ulopyranosonic acid; sialic acid; (2R,4S,5R,6R)-2,4,5-TRIHYDROXY-6-[(1R,2R)-1,2,3-TRIHYDROXYPROPYL]OXANE-2-CARBOXYLIC-ACID",deamino neuraminic acid,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,KDM,KDM,FALSE,,KDM,,KDM,TRUE,beta_only,beta,deamino-alpha-neuraminic acid,deamino-alpha-neuraminic acid
KDN,deamino-beta-neuraminic acid,beta-deaminoneuraminic acid; 3-deoxy-D-glycero-beta-D-galacto-non-2-ulopyranosonic acid; sialic acid,deamino neuraminic acid,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,KDN,KDN,FALSE,KDN,,,KDN,TRUE,alpha_only,alpha,deamino-beta-neuraminic acid,deamino-beta-neuraminic acid
DEL,4-DEOXYLACTOSE,,lactose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,DEL,DEL,FALSE,,DEL,,DEL,TRUE,beta_only,beta,deoxylactose,4-deoxylactose
DOM,2'-DEOXYMALTOSE,,' maltose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,DOM,DOM,FALSE,DOM,,,DOM,TRUE,alpha_only,alpha,deoxymaltose,2'-deoxymaltose
Z3U,beta-D-Digitoxopyranose,"beta-D-Digitoxose; 2,6-dideoxy-beta-D-ribo-hexopyranose; 2,6-dideoxy-beta-D-allopyranose; 2,6-dideoxy-beta-D-altropyranose; D-Digitoxose; Digitoxose",allose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z3U,Z3U,FALSE,,Z3U,,Z3U,TRUE,beta_only,beta,digitoxopyranose,digitoxopyranose
4JA,(2S)-3-[(6-deoxy-beta-D-glucopyranosyl)oxy]-2-hydroxypropyl dihydrogen phosphate,(2S)-3-[(6-deoxy-beta-D-glucosyl)oxy]-2-hydroxypropyl dihydrogen phosphate; (2S)-3-[(6-deoxy-D-glucosyl)oxy]-2-hydroxypropyl dihydrogen phosphate; (2S)-3-[(6-deoxy-glucosyl)oxy]-2-hydroxypropyl dihydrogen phosphate,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,4JA,4JA,FALSE,,4JA,,4JA,TRUE,beta_only,beta,dihydrogen phosphate,(2s)-3-[(6-deoxy-beta-d-glucopyranosyl)oxy]-2-hydroxypropyl dihydrogen phosphate
DAF,"4,6-dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-alpha-D-xylo-hex-5-enopyranose","4,6-dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-alpha-D-xylo-hex-5-enose; 4,6-dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-D-xylo-hex-5-enose; 4,6-dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-xylo-hex-5-enose",,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,DAF,DAF,FALSE,,DAF,,DAF,TRUE,beta_only,beta,enopyranose,"4,6-dideoxy-4-{[(1s,5r,6s)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-alpha-d-xylo-hex-5-enopyranose"
0HX,"pentan-3-yl 2-acetamido-2,4-dideoxy-alpha-L-threo-hex-4-enopyranosiduronic acid","pentan-3-yl 2-(acetylamino)-2,4-dideoxy-alpha-L-threo-hex-4-enopyranosiduronic acid; pentan-3-yl 2-acetamido-2,4-dideoxy-alpha-L-threo-hex-4-enosiduronic acid; pentan-3-yl 2-acetamido-2,4-dideoxy-L-threo-hex-4-enosiduronic acid; pentan-3-yl 2-acetamido-2,4-dideoxy-threo-hex-4-enosiduronic acid",,L-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,0HX,0HX,FALSE,,0HX,,0HX,TRUE,beta_only,beta,enopyranosiduronic acid,"pentan-3-yl 2-acetamido-2,4-dideoxy-alpha-l-threo-hex-4-enopyranosiduronic acid"
49V,"2-acetamido-2,4-dideoxy-alpha-L-erythro-hex-4-enopyranuronic acid","2-(acetylamino)-2,4-dideoxy-alpha-L-erythro-hex-4-enopyranuronic acid; 2-acetamido-2,4-dideoxy-alpha-L-erythro-hex-4-enuronic acid; 2-acetamido-2,4-dideoxy-L-erythro-hex-4-enuronic acid; 2-acetamido-2,4-dideoxy-erythro-hex-4-enuronic acid",,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,49V,49V,FALSE,,49V,,49V,TRUE,beta_only,beta,enopyranuronic acid,"2-acetamido-2,4-dideoxy-alpha-l-erythro-hex-4-enopyranuronic acid"
UAP,4-deoxy-2-O-sulfo-alpha-L-threo-hex-4-enopyranuronic acid,4-deoxy-2-O-sulfo-alpha-L-threo-hex-4-enuronic acid; 4-deoxy-2-O-sulfo-L-threo-hex-4-enuronic acid; 4-deoxy-2-O-sulfo-threo-hex-4-enuronic acid,,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,UAP,UAP,FALSE,,UAP,,UAP,TRUE,beta_only,beta,enopyranuronic acid,4-deoxy-2-o-sulfo-alpha-l-threo-hex-4-enopyranuronic acid
IXD,4-deoxy-2-O-sulfo-beta-D-erythro-hex-4-enopyranuronic acid,4-deoxy-2-O-sulfo-beta-D-erythro-hex-4-enuronic acid; 4-deoxy-2-O-sulfo-D-erythro-hex-4-enuronic acid; 4-deoxy-2-O-sulfo-erythro-hex-4-enuronic acid,,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,IXD,IXD,FALSE,,IXD,,IXD,TRUE,beta_only,beta,enopyranuronic acid,4-deoxy-2-o-sulfo-beta-d-erythro-hex-4-enopyranuronic acid
MAW,4-deoxy-alpha-L-erythro-hex-4-enopyranuronic acid,4-deoxy-alpha-L-erythro-hex-4-enuronic acid; 4-deoxy-L-erythro-hex-4-enuronic acid; 4-deoxy-erythro-hex-4-enuronic acid,,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MAW,MAW,FALSE,,MAW,,MAW,TRUE,beta_only,beta,enopyranuronic acid,4-deoxy-alpha-l-erythro-hex-4-enopyranuronic acid
GCD,4-deoxy-alpha-L-threo-hex-4-enopyranuronic acid,"4,5-DEHYDRO-D-GLUCURONIC ACID; 4-deoxy-alpha-L-threo-hex-4-enuronic acid; 4-deoxy-L-threo-hex-4-enuronic acid; 4-deoxy-threo-hex-4-enuronic acid",,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GCD,GCD,FALSE,,GCD,,GCD,TRUE,beta_only,beta,enopyranuronic acid,4-deoxy-alpha-l-threo-hex-4-enopyranuronic acid
AQA,4-deoxy-beta-L-threo-hex-4-enopyranuronic acid,4-deoxy-beta-L-threo-hex-4-enuronic acid; 4-deoxy-L-threo-hex-4-enuronic acid; 4-deoxy-threo-hex-4-enuronic acid,,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,AQA,AQA,FALSE,,AQA,,AQA,TRUE,beta_only,beta,enopyranuronic acid,4-deoxy-beta-l-threo-hex-4-enopyranuronic acid
GBH,2-{4-[2-(beta-D-glucopyranosyloxy)ethyl]piperazin-1-yl}ethanesulfonic acid,2-{4-[2-(beta-D-glucosyloxy)ethyl]piperazin-1-yl}ethanesulfonic acid; 2-{4-[2-(D-glucosyloxy)ethyl]piperazin-1-yl}ethanesulfonic acid; 2-{4-[2-(glucosyloxy)ethyl]piperazin-1-yl}ethanesulfonic acid,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GBH,GBH,FALSE,,GBH,,GBH,TRUE,beta_only,beta,ethanesulfonic acid,2-{4-[2-(beta-d-glucopyranosyloxy)ethyl]piperazin-1-yl}ethanesulfonic acid
FSM,FORSMANN ANTIGEN,2-(ACETYLAMINO)-3-O-[2-(ACETYLAMINO)-2-DEOXY-ALPHA-L-GALACTOPYRANOSYL]-2-DEOXY-BETA-L-GALACTOPYRANOSE,galactose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,FSM,FSM,FALSE,FSM,,,FSM,TRUE,alpha_only,alpha,forsmann antigen,forsmann antigen
AFP,"1,6-di-O-phosphono-alpha-D-fructofuranose","ALPHA FRUCTOSE 1,6-DIPHOSPHATE; 1,6-di-O-phosphono-alpha-D-fructose; 1,6-di-O-phosphono-D-fructose; 1,6-di-O-phosphono-fructose",fructose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,AFP,AFP,FALSE,AFP,,,AFP,TRUE,alpha_only,alpha,fructofuranose,"1,6-di-o-phosphono-alpha-d-fructofuranose"
FBP,"1,6-di-O-phosphono-beta-D-fructofuranose","BETA-FRUCTOSE-1,6-DIPHOSPHATE; FRUCTOSE-1,6-BISPHOSPHATE; 1,6-di-O-phosphono-beta-D-fructose; 1,6-di-O-phosphono-D-fructose; 1,6-di-O-phosphono-fructose",fructose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,FBP,FBP,FALSE,FBP,,,FBP,TRUE,alpha_only,alpha,fructofuranose,"1,6-di-o-phosphono-beta-d-fructofuranose"
F1X,1-O-phosphono-beta-D-fructofuranose,beta D-Fructose 1-phosphate; 1-O-phosphono-beta-D-fructose; 1-O-phosphono-D-fructose; 1-O-phosphono-fructose,fructose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,F1X,F1X,FALSE,F1X,,,F1X,TRUE,alpha_only,alpha,fructofuranose,1-o-phosphono-beta-d-fructofuranose
FDP,"2,6-di-O-phosphono-beta-D-fructofuranose","FRUCTOSE-2,6-DIPHOSPHATE; 2,6-di-O-phosphono-beta-D-fructose; 2,6-di-O-phosphono-D-fructose; 2,6-di-O-phosphono-fructose",fructose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,FDP,FDP,FALSE,FDP,,,FDP,TRUE,alpha_only,alpha,fructofuranose,"2,6-di-o-phosphono-beta-d-fructofuranose"
TUR,3-O-alpha-D-glucopyranosyl-alpha-D-fructofuranose,,fructose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TUR,TUR,FALSE,TUR,,,TUR,TRUE,alpha_only,alpha,fructofuranose,3-o-alpha-d-glucopyranosyl-alpha-d-fructofuranose
TT7,4-O-phosphono-beta-D-fructofuranose,,fructose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TT7,TT7,FALSE,TT7,,,TT7,TRUE,alpha_only,alpha,fructofuranose,4-o-phosphono-beta-d-fructofuranose
LRH,6-deoxy-beta-L-fructofuranose,6-deoxy-beta-L-fructose; 6-deoxy-L-fructose; 6-deoxy-fructose,fructose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,LRH,LRH,FALSE,,LRH,,LRH,TRUE,beta_only,beta,fructofuranose,6-deoxy-beta-l-fructofuranose
P6P,6-O-phosphono-alpha-D-fructofuranose,alpha fructose-6-phosphate; 6-O-phosphono-alpha-D-fructose; 6-O-phosphono-D-fructose; 6-O-phosphono-fructose,fructose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,P6P,P6P,FALSE,P6P,,,P6P,TRUE,alpha_only,alpha,fructofuranose,6-o-phosphono-alpha-d-fructofuranose
F6P,6-O-phosphono-beta-D-fructofuranose,FRUCTOSE-6-PHOSPHATE; 6-O-phosphono-beta-D-fructose; 6-O-phosphono-D-fructose; 6-O-phosphono-fructose,fructose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,F6P,F6P,FALSE,F6P,,,F6P,TRUE,alpha_only,alpha,fructofuranose,6-o-phosphono-beta-d-fructofuranose
LFR,beta-L-fructofuranose,beta-L-fructose; L-fructose; fructose; BETA-L-FRUCTO-FURANOSE,fructose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,LFR,LFR,FALSE,LFR,,,LFR,TRUE,alpha_only,alpha,fructofuranose,fructofuranose
Z9N,alpha-D-fructofuranose,alpha-D-fructose; D-fructose; fructose,fructose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z9N,Z9N,FALSE,Z9N,,,Z9N,TRUE,alpha_only,alpha,fructofuranose,fructofuranose
0UB,beta-D-fructofuranosyl-(2->6)-beta-D-fructofuranosyl-(2->6)-beta-D-fructofuranose,Levantriose,levantriose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,0UB,0UB,FALSE,0UB,,,0UB,TRUE,alpha_only,alpha,fructofuranose,fructofuranosyl-(2->6)-beta-d-fructofuranosyl-(2->6)-beta-d-fructofuranose
9OK,"2-(3,4-dihydroxyphenyl)ethyl beta-D-fructofuranoside","fructosyl-hydroxytyrosol; 2-(3,4-dihydroxyphenyl)ethyl beta-D-fructoside; 2-(3,4-dihydroxyphenyl)ethyl D-fructoside; 2-(3,4-dihydroxyphenyl)ethyl fructoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,9OK,9OK,FALSE,9OK,,,9OK,TRUE,alpha_only,alpha,fructofuranoside,"2-(3,4-dihydroxyphenyl)ethyl beta-d-fructofuranoside"
F1P,1-O-phosphono-beta-D-fructopyranose,"BETA-D-FRUCTOPYRANOSE-1-PHOSPHATE; ((2R,3S,4R,5R)-TETRAHYDRO-2,3,4,5-TETRAHYDROXY-2H-PYRAN-2-YL)METHYL DIHYDROGEN PHOSPHATE; 1-O-phosphono-beta-D-fructose; 1-O-phosphono-D-fructose; 1-O-phosphono-fructose",fructose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,F1P,F1P,FALSE,F1P,,,F1P,TRUE,alpha_only,alpha,fructopyranose,1-o-phosphono-beta-d-fructopyranose
FSA,1-S-(carboxymethyl)-1-thio-beta-D-fructopyranose,1-S-(carboxymethyl)-1-thio-beta-D-fructose; 1-S-(carboxymethyl)-1-thio-D-fructose; 1-S-(carboxymethyl)-1-thio-fructose,fructose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,FSA,FSA,FALSE,FSA,,,FSA,TRUE,alpha_only,alpha,fructopyranose,1-s-(carboxymethyl)-1-thio-beta-d-fructopyranose
BDF,beta-D-fructopyranose,beta-D-fructose; D-fructose; fructose,fructose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BDF,BDF,FALSE,BDF,,,BDF,TRUE,alpha_only,alpha,fructopyranose,fructopyranose
TEU,1-O-alpha-D-glucopyranosyl-D-fructose,1-O-alpha-D-glucosyl-D-fructose; 1-O-D-glucosyl-D-fructose; 1-O-glucosyl-D-fructose,fructose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TEU,TEU,FALSE,TEU,,,TEU,TRUE,alpha_only,alpha,fructose,1-o-alpha-d-glucopyranosyl-d-fructose
OTU,3-O-alpha-D-glucopyranosyl-D-fructose,3-O-alpha-D-glucosyl-D-fructose; 3-O-D-glucosyl-D-fructose; 3-O-glucosyl-D-fructose,fructose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,OTU,OTU,FALSE,OTU,,,OTU,TRUE,alpha_only,alpha,fructose,3-o-alpha-d-glucopyranosyl-d-fructose
ISL,6-O-alpha-D-glucopyranosyl-D-fructose,6-O-alpha-D-glucosyl-D-fructose; 6-O-D-glucosyl-D-fructose; 6-O-glucosyl-D-fructose,fructose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,ISL,ISL,FALSE,ISL,,,ISL,TRUE,alpha_only,alpha,fructose,6-o-alpha-d-glucopyranosyl-d-fructose
49T,2-acetamido-2-deoxy-alpha-D-fucopyranose,"2-acetamido-2,6-deoxy-alpha-D-galactopyranose; 6-deoxy-N-acetyl-alpha-D-galactosamine; N-acetyl-alpha-D-fucopyranosamine; 2-acetamido-2-deoxy-alpha-D-fucose; 2-acetamido-2-deoxy-D-fucose; 2-acetamido-2-deoxy-fucose; 2-(acetylamino)-2,6-dideoxy-alpha-D-galactopyranose",galactosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,49T,49T,FALSE,49T,,,49T,TRUE,alpha_only,alpha,fucopyranose,2-acetamido-2-deoxy-alpha-d-fucopyranose
FUF,2-deoxy-2-fluoro-beta-L-fucopyranose,"2,6-DIDEOXY-2-FLUORO-BETA-L-LYXO-HEXOPYRANOSE; 2,6-dideoxy-2-fluoro-beta-L-galactopyranose; 2-deoxy-2-fluoro-beta-L-fucose; 2-deoxy-2-fluoro-L-fucose; 2-deoxy-2-fluoro-fucose",galactose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,FUF,FUF,FALSE,,FUF,,FUF,TRUE,beta_only,beta,fucopyranose,2-deoxy-2-fluoro-beta-l-fucopyranose
DLF,2-deoxy-alpha-L-fucopyranose,"2-DEOXY-ALPHA-L-FUCOPYRANOSIDE; 2,6-dideoxy-alpha-L-lyxo-hexopyranose; 2,6-dideoxy-alpha-L-galactopyranose; 2,6-dideoxy-alpha-L-talopyranose; 2-deoxy-alpha-L-fucose; 2-deoxy-L-fucose; 2-deoxy-fucose",galactose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,DLF,DLF,FALSE,DLF,,,DLF,TRUE,alpha_only,alpha,fucopyranose,2-deoxy-alpha-l-fucopyranose
MXZ,2-O-methyl-alpha-L-fucopyranose,6-DEOXY-2-O-METHYL-ALPHA-L-GALACTOPYRANOSE; 2-O-methyl-alpha-L-fucose; 2-O-methyl-L-fucose; 2-O-methyl-fucose,galactose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MXZ,MXZ,FALSE,MXZ,MXY,anomer_group_35,"MXY, MXZ",FALSE,both,alpha,fucopyranose,2-o-methyl-alpha-l-fucopyranose
MXY,2-O-methyl-beta-L-fucopyranose,2-O-METHYL FUCOSE; 2-O-methyl-beta-L-fucose; 2-O-methyl-L-fucose; 2-O-methyl-fucose,fucose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MXY,MXY,FALSE,MXZ,MXY,anomer_group_35,"MXY, MXZ",FALSE,both,beta,fucopyranose,2-o-methyl-beta-l-fucopyranose
8PK,4-O-[(1R)-1-hydroxyethyl]-2-O-methyl-alpha-L-fucopyranose,"2-O-methyl, 4-O-Acetyl-alpha-L-fucosepyranose; 6-deoxy-4-O-[(1R)-1-hydroxyethyl]-2-O-methyl-alpha-L-galactopyranose; 4-O-[(1R)-1-hydroxyethyl]-2-O-methyl-alpha-L-fucose; 4-O-[(1R)-1-hydroxyethyl]-2-O-methyl-L-fucose; 4-O-[(1R)-1-hydroxyethyl]-2-O-methyl-fucose",galactose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,8PK,8PK,FALSE,8PK,,,8PK,TRUE,alpha_only,alpha,fucopyranose,4-o-[(1r)-1-hydroxyethyl]-2-o-methyl-alpha-l-fucopyranose
FCA,alpha-D-fucopyranose,alpha-D-fucose; 6-deoxy-alpha-D-galactopyranose; D-fucose; fucose,galactose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,FCA,FCA,FALSE,FCA,FCB,anomer_group_20,"FCA, FCB",FALSE,both,alpha,fucopyranose,fucopyranose
FCB,beta-D-fucopyranose,beta-D-fucose; 6-deoxy-beta-D-galactopyranose; D-fucose; fucose,galactose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,FCB,FCB,FALSE,FCA,FCB,anomer_group_20,"FCA, FCB",FALSE,both,beta,fucopyranose,fucopyranose
FUC,alpha-L-fucopyranose,alpha-L-fucose; 6-deoxy-alpha-L-galactopyranose; L-fucose; fucose,galactose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,FUC,FUC,FALSE,FUC,FUL,anomer_group_21,"FUC, FUL",FALSE,both,alpha,fucopyranose,fucopyranose
